단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
014940,KR7014940001,오리엔탈정공,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3540,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,149643,500,20011226,45573,22786830500,12,,0,,N,N,328,25,23,22,10,20230331,1613,,N,N,N
014970,KR7014970008,삼륭물산,ST,3,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4725,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8040,500,19921229,15125,7562500000,12,,0,,N,N,207,-3,7,7,5,20230331,714,,N,N,N
015710,KR7015710007,코콤,ST,3,1007,1018,1038,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5630,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,81200,500,19970930,17530,8765250000,12,,0,,N,N,192,-12,1,3,1,20230331,986,,N,N,N
015750,KR7015750003,성우하이텍,ST,2,0,1009,1030,N,N,Y,,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,10230,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2599749,500,19951104,80000,40000000000,12,,0,,N,N,10634,503,455,317,11,20230331,8184,,N,N,Y
016100,KR7016100000,리더스코스메틱,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3385,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11805,500,20030115,19100,9550447000,12,,0,,N,N,178,-11,-14,-13,-13,20230331,646,,N,N,N
016250,KR7016250003,SGC이테크건설,ST,3,0,1010,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,25050,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2694,5000,19991228,3346,16733065000,12,,0,,N,N,4233,38,81,66,11,20230331,838,378,N,N,N
016600,KR7016600009,큐캐피탈,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,425,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,223030,500,19930621,178247,89123556000,12,,0,,N,N,166,-42,-78,-67,-5,20221231,757,,N,N,N
016670,KR7016670002,디모아,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,425,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,222240,500,19930421,101858,50929012000,12,,0,,N,N,85,16,-8,-9,-7,20230331,432,,N,N,N
016790,KR7016790008,카나리아바이오,ST,1,0,1009,1019,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,33050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1005141,100,20180601,46865,4686544300,12,,0,,N,Y,436,-13,-54,-42,-50,20230331,15489,,N,N,N
016920,KR7016920001,카스,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1638,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32197,500,19900104,26493,13246769000,12,,0,,N,N,392,8,7,7,4,20230331,433,,N,N,N
017000,KR7017000001,신원종합개발,ST,3,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,143675,5000,19941207,11668,60989616000,12,,0,,N,N,1882,20,91,44,5,20221231,557,,N,N,N
017250,KR7017250002,인터엠,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1618,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,139666,500,19960103,21045,10522733500,9,,0,,N,N,212,79,78,78,44,20230331,340,,N,N,N
017480,KR7017480005,삼현철강,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5650,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,171407,500,20010109,15702,8551445000,12,,0,,N,N,3406,191,213,160,9,20221231,887,,N,N,N
017510,KR7017510009,세명전기,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3485,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,116504,500,19911226,15246,7623000000,12,,0,,N,N,140,10,22,23,3,20221231,531,,N,N,N
017650,KR7017650003,대림제지,ST,3,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9100,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,18514,500,19941107,9000,4500000000,12,,0,,N,N,415,65,72,56,9,20230331,819,,N,N,N
017890,KR7017890005,한국알콜,ST,2,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10450,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,20347,500,19920804,21605,10802880000,12,,0,,N,N,1141,63,61,50,3,20230331,2257,,N,N,N
018000,KR7018000000,유니슨,ST,2,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1747321,500,19960110,122248,61124011500,12,,0,,N,N,182,-9,-28,-28,-17,20230331,2078,,N,N,N
018120,KR7018120006,진로발효,ST,3,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,16860,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1765,500,19931229,6621,3533010000,12,,0,,N,N,247,-6,-3,-3,-2,20230331,1116,,N,N,N
018290,KR7018290007,브이티지엠피,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6850,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,896995,500,19940907,34483,17241946500,12,,0,,N,N,479,6,17,15,5,20230331,2362,,N,N,N
018310,KR7018310003,삼목에스폼,ST,2,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15540,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,11774,500,19960503,14700,7350000000,12,,0,,N,N,885,144,140,90,8,20230331,2284,,N,N,N
018620,KR7018620005,우진비앤지,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1611,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,147357,500,20080520,28889,14444646500,12,,0,,N,N,134,1,0,-1,-5,20230331,465,,N,N,N
018680,KR7018680009,서울제약,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11373,500,20000818,11659,5829659500,12,,0,,N,N,501,17,-11,9,3,20221231,524,,N,N,N
018700,KR7018700005,바른손,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,50017,1000,19940318,35119,35119757000,12,,0,,N,N,140,-13,-12,-12,-8,20230331,839,,N,N,N
019010,KR7019010008,베뉴지,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2180,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,27044,500,19931105,48200,24100000000,12,,0,,N,N,121,-46,28,22,6,20230331,1050,,N,N,N
019210,KR7019210004,와이지-원,ST,2,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,6920,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,210843,500,19970806,30573,15286909500,12,,0,,N,N,1373,180,156,128,14,20230331,2115,,N,N,N
019540,KR7019540004,일지테크,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,275010,500,19921103,13513,6756750000,12,,0,,N,N,822,55,74,62,26,20230331,579,,N,N,N
019550,KR7019550003,SBI인베스트먼트,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1113,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,316434,500,19890906,162066,83533287500,12,,0,,N,N,169,-150,-150,-150,-12,20221231,1803,,N,N,N
019570,KR7019570001,리더스 기술투자,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1061,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,292043,500,19890314,52470,26235020000,12,,0,,N,N,25,-64,-40,-40,-51,20230331,556,,N,N,N
019590,KR7019590009,엠벤처투자,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,869,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,615769,500,19890314,105667,52833626000,12,,0,,N,N,9,-50,-47,-47,-42,20230331,918,,N,N,N
019660,KR7019660000,글로본,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1872,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,334385,500,19920604,34790,17395373000,12,,0,,N,N,185,-41,-69,-64,-40,20221231,651,,N,N,N
019770,KR7019770007,서연탑메탈,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4630,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,141343,500,20110624,11650,5825000000,12,,0,,N,N,461,19,26,23,12,20230331,539,,N,N,N
019990,KR7019990001,에너토크,ST,3,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32271,500,20060201,9756,4878044000,12,,0,,N,N,72,-2,1,1,1,20230331,876,,N,N,N
020180,KR7020180006,대신정보통신,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1134,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,152584,500,19951006,38428,19214457500,3,,0,,N,N,1806,23,27,20,7,20220331,435,,N,N,N
020400,KR7020400008,대동금속,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9800,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,9633,1000,19930730,3189,3189166000,12,,0,,N,N,1469,23,26,22,5,20221231,312,,N,N,N
020710,KR7020710000,시공테크,ST,3,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4430,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,51354,500,19990813,20047,10023985000,12,,0,,N,N,249,4,-20,-24,-8,20230331,888,,N,N,N
021040,KR7021040001,대호특수강,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4407,5000,19960827,7539,37699270000,12,,0,,N,N,735,-25,-41,-41,-34,20230331,404,,N,N,N
021045,KR7021041009,대호특수강우,ST,0,0,1009,1026,N,Y,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,98,5000,20010913,424,2121230000,12,,2,,N,N,0,0,0,0,0,,37,,N,N,N
021080,KR7021080007,에이티넘인베스트,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2545,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,48186,500,19910712,48000,24000000000,12,,0,,N,N,1010,352,355,282,18,20221231,1221,,N,N,N
021320,KR7021320007,KCC건설,ST,3,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5770,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,8085,5000,20010821,21400,1.07E+11,12,,0,,N,N,18931,-11,136,44,1,20221231,1234,KCC,N,N,N
021650,KR7021650007,한국큐빅,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3310,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,59360,500,20030124,16350,8175281500,12,,0,,N,N,587,26,24,21,11,20230331,541,,N,N,N
021880,KR7021880000,메이슨캐피탈,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,391,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2269418,500,19960902,152184,76092204000,3,,0,,N,N,18,-30,-30,-30,-7,20221231,595,,N,N,N
022100,KR7022100002,포스코DX,ST,1,1006,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,11850,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,4180445,500,20001128,152034,76017364500,12,,0,,N,Y,4066,299,318,256,25,20230331,18016,853,N,N,Y
022220,KR7022220008,TKG애강,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1498,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,130035,500,20060411,51794,25897289500,12,,0,,N,N,761,45,54,46,5,20221231,775,,N,N,N
023160,KR7023160005,태광,ST,2,0,1009,1026,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,18540,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,338955,500,19940907,26500,13250000000,12,,0,,N,N,839,199,262,209,16,20230331,4913,,N,N,N
023410,KR7023410004,유진기업,ST,2,0,1009,1025,N,N,Y,,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,Y,3585,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,185617,500,19941007,77310,38655431500,12,,0,,N,N,3478,163,339,313,13,20230331,2771,,N,N,N
023440,KR7023440001,제이스코홀딩스,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,747509,500,19941007,45573,22786863500,12,,0,,N,N,841,-62,-270,-272,-38,20221231,1171,,N,N,N
023460,KR7023460009,CNH,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2115,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14450,2500,19941007,37200,93000000000,12,,0,,N,N,554,53,44,27,10,20230331,786,,N,N,N
023600,KR7023600000,삼보판지,ST,3,0,1009,1021,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9860,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,11699,500,19960529,16170,8085000000,12,,0,,N,N,1324,161,183,147,10,20230331,1594,,N,N,N
023760,KR7023760002,한국캐피탈,ST,2,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,698,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,320501,500,19941107,315609,1.57805E+11,12,,0,,N,N,909,202,202,153,13,20230331,2202,,N,N,N
023770,KR7023770001,플레이위드,ST,3,1007,1017,1035,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6830,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,39084,500,19941107,8766,4383410000,12,,0,,N,N,145,-72,-14,-30,-11,20221231,598,,N,N,N
023790,KR7023790009,동일철강,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2105,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,39444,500,19941107,15984,7992223000,12,,0,,N,N,322,9,-161,-156,-42,20221231,336,,N,N,N
023900,KR7023900004,풍국주정,ST,3,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13650,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31858,500,19941123,12600,6300000000,12,,0,,N,N,433,14,20,14,2,20230331,1719,,N,N,N
023910,KR7023910003,대한약품,ST,3,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,28400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6433,500,19941123,6000,3000000000,12,,0,,N,N,1843,330,335,250,12,20221231,1704,,N,N,N
024060,KR7024060006,흥구석유,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5750,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,189802,100,19941207,15000,1500000000,12,,0,,N,N,1467,14,34,27,3,20221231,862,,N,N,N
024120,KR7024120008,KB오토시스,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,63591,500,19941207,11500,5750000000,12,,0,,N,N,434,3,10,15,6,20230331,677,,N,N,N
024740,KR7024740003,한일단조,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,599479,500,19961129,31475,15737648000,12,,0,,N,N,461,48,46,40,13,20230331,944,,N,N,N
024800,KR7024800005,유성티엔에스,ST,3,0,1013,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2460,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,28374,500,19991210,37051,18525906000,12,,0,,N,N,555,3,206,194,19,20230331,911,,N,N,N
024810,KR7024810004,이화전기,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,899,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,200,19941229,201999,40399897600,12,,0,,N,N,91,1,0,0,0,20230331,1815,,N,N,N
024830,KR7024830002,세원물산,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4649,500,19941229,8350,4175000000,12,,0,,N,N,1711,150,197,163,7,20221231,708,,N,N,N
024840,KR7024840001,KBI메탈,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2005,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,3628892,500,19941229,33935,16967825500,12,,0,,N,N,1844,50,-13,-10,-4,20230331,680,,N,N,N
024850,KR7024850000,HLB이노베이션,ST,3,1007,1018,1040,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,411605,500,20010118,66507,33253615500,12,,0,,N,N,238,2,128,137,85,20221231,3162,,N,N,N
024880,KR7024880007,케이피에프,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,295059,500,19941229,19986,9993211000,12,,0,,N,N,1926,74,88,82,16,20230331,1155,,N,N,N
024910,KR7024910002,경창산업,ST,3,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2949155,500,19941229,35819,17909502500,12,,0,,N,N,1580,63,49,45,14,20230331,1289,,N,N,N
024940,KR7024940009,PN풍년,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6910,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,31803,500,19950104,10000,5000000000,12,,0,,N,N,166,7,9,8,6,20230331,691,,N,N,N
024950,KR7024950008,삼천리자전거,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6690,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,23275,500,19950104,13273,6636788500,12,,0,,N,N,276,12,15,11,5,20230331,888,,N,N,N
025320,KR7025320003,시노펙스,ST,2,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3150,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2108344,500,19950420,77125,38995805500,12,,0,,N,N,781,71,76,52,19,20230331,2429,,N,N,N
025440,KR7025440009,DH오토웨어,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2930,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65335,2500,19950522,28500,71250000000,12,,0,,N,N,893,7,9,9,6,20230331,835,,N,N,N
025550,KR7025550005,한국선재,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4440,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,108892,500,19950619,23909,12261127000,12,,0,,N,N,617,35,24,24,7,20230331,1061,,N,N,N
025770,KR7025770009,한국정보통신,ST,2,1007,1016,1032,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10540,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,171145,500,19980120,37444,19406371500,12,,0,,N,N,1635,76,79,67,11,20230331,3946,,N,N,N
025870,KR7025870007,신라에스지,ST,3,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9220,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,8628,500,19950707,4000,2000000000,12,,0,,N,N,171,3,1,1,3,20230331,368,,N,N,N
025880,KR7025880006,케이씨피드,ST,3,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2830,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,152069,500,19950707,16715,8357929000,12,,0,,N,N,223,11,14,16,11,20230331,473,,N,N,N
025900,KR7025900002,동화기업,ST,1,0,1009,1021,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,48900,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31937,500,19950807,20207,10603776500,12,,0,,N,Y,2240,-68,-143,-141,-7,20230331,9881,,N,N,N
025950,KR7025950007,동신건설,ST,3,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12560,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10685,500,19950807,8400,4200000000,12,,0,,N,N,503,14,81,61,7,20221231,1055,,N,N,N
025980,KR7025980004,아난티,ST,1,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,6320,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,471541,100,19960106,87519,8751952900,12,,0,,N,N,467,-45,-101,-241,-19,20230331,5531,,N,N,N
026040,KR7026040006,제이에스티나,ST,3,0,1009,1031,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2980,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,31329,500,19991221,16503,8684795000,12,,0,,N,N,779,26,12,13,3,20221231,491,,N,N,N
026150,KR7026150003,특수건설,ST,3,0,1010,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,58462,500,19970806,17546,8773165500,12,,0,,N,N,559,4,3,3,1,20230331,1449,,N,N,N
026910,KR7026910000,광진실업,ST,3,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29953,500,19960103,6405,3202702500,12,,0,,N,N,154,2,-1,-1,-2,20230331,311,,N,N,N
027040,KR7027040005,서울전자통신,ST,3,1007,1018,1041,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,584,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27791,500,19991203,69588,34794423500,12,,0,,N,N,88,-13,-27,-25,-18,20230331,406,,N,N,N
027050,KR7027050004,코리아나,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3035,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,100098,500,19991210,40000,20000000000,12,,0,,N,N,204,-2,3,3,1,20230331,1214,,N,N,N
027360,KR7027360007,아주IB투자,ST,2,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,2435,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,213231,500,20181121,120822,60411478000,12,,0,,N,N,245,103,102,90,15,20230331,2942,,N,N,N
027580,KR7027580000,상보,ST,3,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1620,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,267484,500,20071001,59181,29590639500,12,,0,,N,N,165,5,0,0,0,20230331,958,,N,N,N
027710,KR7027710003,팜스토리,ST,2,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2195,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,6902150,500,19960706,111416,57508629000,12,,0,,N,N,3660,98,2,6,1,20230331,2445,,N,N,N
027830,KR7027830009,대성창투,ST,3,0,1014,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2065,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,181877,500,19991130,40000,20000000000,12,,0,,N,N,137,10,10,8,1,20221231,826,,N,N,N
028080,KR7028080000,휴맥스홀딩스,ST,3,1007,1017,1037,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7410,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,330303,500,19970416,12577,6288753000,12,,0,,N,N,1470,9,-113,-126,-15,20230331,931,,N,N,N
028300,KR7028300002,HLB,ST,1,0,1009,1024,N,N,Y,,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,38550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1138296,500,19960727,122606,61303377500,12,,0,,N,Y,198,-278,-258,-243,-12,20230331,47264,,N,N,N
